"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270301";"Quartier Grand Parc Nord";"C";"R";3591;2
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270301";"Quartier Grand Parc Nord";"C";"T";202;1
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270301";"Quartier Grand Parc Nord";"C";"X";1257;2
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270302";"Quartier Grand Parc Sud";"C";"R";6510;8
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270302";"Quartier Grand Parc Sud";"C";"T";1670;4
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270401";"Quartier Haute Folie et Centre Ville";"C";"R";11895;11
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270401";"Quartier Haute Folie et Centre Ville";"C";"T";4936;7
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270401";"Quartier Haute Folie et Centre Ville";"C";"X";541;3
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270501";"Quartier Grande Delle";"C";"R";8487;8
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270501";"Quartier Grande Delle";"C";"T";3134;3
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270501";"Quartier Grande Delle";"C";"X";937;2
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270502";"Sphere Citis Za Boislebisey Lycee Artisa";"C";"R";1075;3
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270502";"Sphere Citis Za Boislebisey Lycee Artisa";"C";"T";5351;9
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270601";"Quartier du Bois";"C";"T";251;1
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270602";"Quartier du Val Ouest";"C";"R";5915;6
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270602";"Quartier du Val Ouest";"C";"T";2875;3
"1401C";"HÉROUVILLE-ST-CLAIR";"2019";"143270602";"Quartier du Val Ouest";"C";"X";5228;3
"1402C";"Zup de Hauteville";"2019";"143660202";"Lisieux Nord-Est";"C";"T";1976.366;6
"1402C";"Zup de Hauteville";"2019";"143660301";"Hauteville Jean de la Fontaine";"C";"R";3618;5
"1402C";"Zup de Hauteville";"2019";"143660301";"Hauteville Jean de la Fontaine";"C";"T";11481.578;5
"1402C";"Zup de Hauteville";"2019";"143660302";"Hauteville Jean Moulin";"C";"R";6119.04;5
"1402C";"Zup de Hauteville";"2019";"143660302";"Hauteville Jean Moulin";"C";"T";880;3
"1402C";"Zup de Hauteville";"2019";"143660303";"Hauteville Jules Verne";"C";"R";5517;5
"1402C";"Zup de Hauteville";"2019";"143660303";"Hauteville Jules Verne";"C";"T";1801.481;4
"1402C";"Zup de Hauteville";"2019";"143660304";"Hauteville Saint-Éxupéry";"C";"R";3981;3
"1402C";"Zup de Hauteville";"2019";"143660701";"Centre Nord";"C";"T";1253.75;1
"1403C";"Zac de Falaise";"2019";"142580101";"Quartier Guibray";"C";"X";6210.03225806452;22
"1403C";"Zac de Falaise";"2019";"142580103";"Collectifs";"C";"X";9032.77419354839;32
"1403C";"Zac de Falaise";"2019";"142580104";"Quartier Périphérique";"C";"X";1693.64516129032;6
"1403C";"Zac de Falaise";"2019";"142580105";"Zone Industrielle";"C";"X";564.548387096774;2
"1405C";"Réseau de Bois I";"2019";"140470301";"Route de Vaux et Argouges";"C";"X";5860.71;10
"1406C";"Réseau bois Vallée des près  (Bayeux 2)";"2019";"140470301";"Route de Vaux et Argouges";"C";"R";4516.413;5
"1406C";"Réseau bois Vallée des près  (Bayeux 2)";"2019";"140470301";"Route de Vaux et Argouges";"C";"T";3608.287;12
"1408C";"Quartier Nord";"2019";"141181201";"Université";"C";"X";6680.5;6
"1408C";"Quartier Nord";"2019";"141181301";"Calvaire Saint-Pierre";"C";"X";6680.5;6
"1409C";"RCU d'Aunay sur Odon";"2019";"140200000";"Argences (commune non irisée)";"C";"X";2258;11
"1410C";"RCU de Vire";"2019";"140200000";"Argences (commune non irisée)";"C";"R";4901;5
"1410C";"RCU de Vire";"2019";"140200000";"Argences (commune non irisée)";"C";"T";1751;8
"1411C";"RCU de Val Es Dunes";"2019";"140200000";"Argences (commune non irisée)";"C";"T";2389;6
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181703";"Claude Decaen";"C";"R";2852.03;3
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181703";"Claude Decaen";"C";"T";742.05;1
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181801";"La Gueriniere Est";"C";"R";7505.171;15
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181801";"La Gueriniere Est";"C";"T";1140.19;6
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181802";"La Gueriniere Ouest";"C";"R";9184.961;13
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181802";"La Gueriniere Ouest";"C";"T";446.12;3
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181901";"La Grace de Dieu Sud";"C";"R";4204.413;11
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181901";"La Grace de Dieu Sud";"C";"T";4524.022;11
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181902";"La Grace de Dieu Est";"C";"R";625.58;2
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181902";"La Grace de Dieu Est";"C";"T";"secret";"secret"
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181903";"La Grace de Dieu Ouest";"C";"R";5655.224;12
"1413C";"Réseau de chaleur Caen Sud";"2019";"141181903";"La Grace de Dieu Ouest";"C";"T";727.469;8
"1413C";"Réseau de chaleur Caen Sud";"2019";"14118XXXX";"Iris fictif de la commune Caen";"C";"R";"secret";"secret"
"1413C";"Réseau de chaleur Caen Sud";"2019";"14118XXXX";"Iris fictif de la commune Caen";"C";"T";"secret";"secret"
"1504C";"RÉSEAU DE RIOM-ÈS-MONTAGNES";"2019";"151620000";"Riom-ès-Montagnes (commune non irisée)";"C";"R";670.527;11
"1504C";"RÉSEAU DE RIOM-ÈS-MONTAGNES";"2019";"151620000";"Riom-ès-Montagnes (commune non irisée)";"C";"T";2387.687;7
"1504C";"RÉSEAU DE RIOM-ÈS-MONTAGNES";"2019";"151620000";"Riom-ès-Montagnes (commune non irisée)";"C";"X";1273.58;4
"1610C";"RESEAU DE VAUCELLES";"2019";"160890000";"Châteaubernard (commune non irisée)";"C";"R";"secret";"secret"
"1610C";"RESEAU DE VAUCELLES";"2019";"160890000";"Châteaubernard (commune non irisée)";"C";"T";3165;4
"1610C";"RESEAU DE VAUCELLES";"2019";"161020301";"Faubourg d'Angouleme";"C";"T";1375;2
"1610C";"RESEAU DE VAUCELLES";"2019";"161020302";"Champ de Foire";"C";"R";1924;2
"1701C";"VILLENEUVE-LES-SALINES";"2019";"173000104";"Centre Hôpital";"C";"R";"secret";"secret"
"1701C";"VILLENEUVE-LES-SALINES";"2019";"173000104";"Centre Hôpital";"C";"T";9482.220233;1
"1701C";"VILLENEUVE-LES-SALINES";"2019";"173000901";"Petit Marseille-Foire Exposition";"C";"T";1775.8689716;4
"1701C";"VILLENEUVE-LES-SALINES";"2019";"173000902";"Villeneuve des Salines Ouest";"C";"R";2543.14623285;5
"1701C";"VILLENEUVE-LES-SALINES";"2019";"173000902";"Villeneuve des Salines Ouest";"C";"T";647.85228064;3
"1701C";"VILLENEUVE-LES-SALINES";"2019";"173000903";"Villeneuve des Salines Est";"C";"R";6223.0375511;13
"1701C";"VILLENEUVE-LES-SALINES";"2019";"173000903";"Villeneuve des Salines Est";"C";"T";1233.68161359;5
"1701C";"VILLENEUVE-LES-SALINES";"2019";"173000904";"Villeneuve des Salines Lac";"C";"R";4343.1466492;7
"1701C";"VILLENEUVE-LES-SALINES";"2019";"173000904";"Villeneuve des Salines Lac";"C";"T";265.548581;1
"1701C";"VILLENEUVE-LES-SALINES";"2019";"17300XXXX";"Iris fictif de la commune La Rochelle";"C";"T";626.6987587;2
"1702C";"Jonzac";"2019";"171970000";"Jonzac (commune non irisée)";"C";"R";2318;126
"1702C";"Jonzac";"2019";"171970000";"Jonzac (commune non irisée)";"C";"T";13135;715
"1702C";"Jonzac";"2019";"173390000";"Saint-Germain-de-Lusignan (commune non irisée)";"C";"T";212;3
"1702C";"Jonzac";"2019";"173630000";"Saint-Martial-de-Vitaterne (commune non irisée)";"C";"T";2903;2
"1703C";"Aytre";"2019";"170280104";"Aytré Bourg";"C";"R";1748;6
"1704C";"Pont neuf mireuil energie";"2019";"173000301";"Port Neuf Est";"C";"R";4187.4287;14
"1704C";"Pont neuf mireuil energie";"2019";"173000301";"Port Neuf Est";"C";"T";414.1413;1
"1704C";"Pont neuf mireuil energie";"2019";"173000302";"Port Neuf Ouest";"C";"R";6075.8334;23
"1704C";"Pont neuf mireuil energie";"2019";"173000302";"Port Neuf Ouest";"C";"T";600.9066;1
"1704C";"Pont neuf mireuil energie";"2019";"173000401";"Chef de Baie";"C";"R";"secret";"secret"
"1704C";"Pont neuf mireuil energie";"2019";"173000401";"Chef de Baie";"C";"T";"secret";"secret"
"1704C";"Pont neuf mireuil energie";"2019";"173000501";"Mireuil Ouest";"C";"R";2831.01;4
"1704C";"Pont neuf mireuil energie";"2019";"173000501";"Mireuil Ouest";"C";"T";279.99;1
"1704C";"Pont neuf mireuil energie";"2019";"173000502";"Mireuil Chateau d'Eau";"C";"R";2062.97;6
"1704C";"Pont neuf mireuil energie";"2019";"173000502";"Mireuil Chateau d'Eau";"C";"T";204.03;1
"1704C";"Pont neuf mireuil energie";"2019";"173000503";"Mireuil Est";"C";"R";5203.38;15
"1704C";"Pont neuf mireuil energie";"2019";"173000503";"Mireuil Est";"C";"T";514.62;1
"1704C";"Pont neuf mireuil energie";"2019";"173000504";"Mireuil le Parc";"C";"R";3060.33;10
"1704C";"Pont neuf mireuil energie";"2019";"173000504";"Mireuil le Parc";"C";"T";302.67;1
"1704C";"Pont neuf mireuil energie";"2019";"173000505";"Mireuil Europe";"C";"R";5038.67;16
"1704C";"Pont neuf mireuil energie";"2019";"173000505";"Mireuil Europe";"C";"T";498.33;1
"1704C";"Pont neuf mireuil energie";"2019";"173000601";"Rossignolette-Saint-Maurice";"C";"R";350.7686;2
"1704C";"Pont neuf mireuil energie";"2019";"173000601";"Rossignolette-Saint-Maurice";"C";"T";"secret";"secret"
"1705C";"PONS";"2019";"172830000";"Pons (commune non irisée)";"C";"X";4168;18
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330202";"Couronne Centrale 2";"C";"T";5405;3
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330203";"Couronne Centrale 3";"C";"T";806;1
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330401";"Gibjoncs 1";"C";"R";8368;9
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330401";"Gibjoncs 1";"C";"T";656;1
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330402";"Gibjoncs 2";"C";"R";8073;11
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330402";"Gibjoncs 2";"C";"T";2636;2
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330501";"Turly";"C";"T";3727;4
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330901";"Vauvert 1";"C";"R";972;1
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330901";"Vauvert 1";"C";"T";6204;5
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180330902";"Vauvert 2";"C";"R";4059;1
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331001";"Chancellerie 1";"C";"R";"secret";"secret"
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331001";"Chancellerie 1";"C";"T";633;3
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331002";"Chancellerie 2";"C";"R";6565;8
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331002";"Chancellerie 2";"C";"T";"secret";"secret"
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331003";"Chancellerie 3";"C";"R";2844;4
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331003";"Chancellerie 3";"C";"T";1612;7
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331004";"Chancellerie 4";"C";"R";5011;11
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331004";"Chancellerie 4";"C";"T";460;1
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331101";"Pressavois 1";"C";"R";1496;4
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331101";"Pressavois 1";"C";"T";1442;3
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331102";"Pressavois 2";"C";"R";5313;9
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2019";"180331102";"Pressavois 2";"C";"T";3799;5
"1803C";"CLOS DU ROY / TUNNEL CHÂTEAU";"2019";"182790102";"Centre Ville 2";"C";"R";1655.781;6
"1803C";"CLOS DU ROY / TUNNEL CHÂTEAU";"2019";"182790102";"Centre Ville 2";"C";"T";728.29;3
"1803C";"CLOS DU ROY / TUNNEL CHÂTEAU";"2019";"182790901";"Clos du Roy";"C";"R";1761.14;6
"1803C";"CLOS DU ROY / TUNNEL CHÂTEAU";"2019";"182790901";"Clos du Roy";"C";"T";1217.65;5
"1902C";"EGLETONS";"2019";"190730101";"Nord-Ouest";"C";"R";"secret";"secret"
"1902C";"EGLETONS";"2019";"190730101";"Nord-Ouest";"C";"T";2823.9;14
"1902C";"EGLETONS";"2019";"190730102";"Sud-Est";"C";"I";5936;4
"1902C";"EGLETONS";"2019";"190730102";"Sud-Est";"C";"R";285.03;2
"1902C";"EGLETONS";"2019";"190730102";"Sud-Est";"C";"T";8302;8
"1903C";"SORNAC";"2019";"192610000";"Sornac (commune non irisée)";"C";"R";2882;6
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660101";"Piscine-Valendons";"C";"R";11432;10
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660101";"Piscine-Valendons";"C";"T";3067;4
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660102";"Petignys-Chaufferie";"C";"R";5112.079995;46
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660102";"Petignys-Chaufferie";"C";"T";858.0100342;4
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660103";"Chapitre-Bibliothèque";"C";"R";5307.66;10
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660103";"Chapitre-Bibliothèque";"C";"T";1263;3
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660104";"Saint-Éxupéry";"C";"R";6916;10
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660104";"Saint-Éxupéry";"C";"T";759.0999756;4
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660105";"Vieux Bourg-Grand Crus";"C";"R";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660105";"Vieux Bourg-Grand Crus";"C";"T";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660106";"Ateliers SNCF";"C";"R";1262.639;7
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660106";"Ateliers SNCF";"C";"T";1578.100156;2
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660107";"Mairie-Stade";"C";"R";7354;10
"2102C";"Réseau du Grand Dijon Ouest";"2019";"211660107";"Mairie-Stade";"C";"T";1265;3
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212310901";"Arsenal";"C";"R";1385.1;3
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212310901";"Arsenal";"C";"T";970.4;5
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311001";"Bel-Air";"C";"A";1843.7;1
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311001";"Bel-Air";"C";"R";1137.6;4
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311002";"Larrey";"C";"R";4713.000195;8
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311003";"Bourroches Ouest";"C";"R";4166.22;12
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311003";"Bourroches Ouest";"C";"T";579.9;3
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311004";"Bourroches Est";"C";"R";2188.1;2
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311004";"Bourroches Est";"C";"T";538.4;2
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311006";"Les Valendons";"C";"R";3655.2;2
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311006";"Les Valendons";"C";"T";260.8;2
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311101";"La Montagne";"C";"R";546;2
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311101";"La Montagne";"C";"T";5661;5
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311201";"Tire Pesseau";"C";"R";14040;12
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311201";"Tire Pesseau";"C";"T";2137;7
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311202";"Le Lac";"C";"R";10306.60001;9
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311202";"Le Lac";"C";"T";1578;3
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311203";"Edouard Belin";"C";"R";10892;6
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311203";"Edouard Belin";"C";"T";288;1
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311204";"Champ Perdrix";"C";"R";12904;9
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311204";"Champ Perdrix";"C";"T";809;3
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311301";"Chartreuse";"C";"R";1649.57;3
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311301";"Chartreuse";"C";"T";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311302";"Arquebuse";"C";"R";352;1
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311302";"Arquebuse";"C";"T";317;1
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212311303";"Tanneries";"C";"R";1814.9;3
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212319803";"La Gare";"C";"R";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212319803";"La Gare";"C";"T";223.4;1
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212319901";"Combe à la Serpent Le Lac";"C";"R";272;2
"2102C";"Réseau du Grand Dijon Ouest";"2019";"212319901";"Combe à la Serpent Le Lac";"C";"T";679.6000061;3
"2105C";"Les Grésilles";"2019";"212311804";"Castelnau";"C";"R";14031.38577;43
"2106C";"Dijon énergies";"2019";"212310102";"Cordeliers";"C";"R";810;1
"2106C";"Dijon énergies";"2019";"212310102";"Cordeliers";"C";"T";1621;2
"2106C";"Dijon énergies";"2019";"212310201";"Grangier";"C";"R";810;1
"2106C";"Dijon énergies";"2019";"212310201";"Grangier";"C";"T";810;1
"2106C";"Dijon énergies";"2019";"212310202";"Jean-Jacques Rousseau";"C";"R";810;1
"2106C";"Dijon énergies";"2019";"212310202";"Jean-Jacques Rousseau";"C";"T";810;1
"2106C";"Dijon énergies";"2019";"212310304";"Clemenceau";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310304";"Clemenceau";"C";"R";3242;4
"2106C";"Dijon énergies";"2019";"212310304";"Clemenceau";"C";"T";4863;6
"2106C";"Dijon énergies";"2019";"212310305";"Davout";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310305";"Davout";"C";"R";2431;3
"2106C";"Dijon énergies";"2019";"212310305";"Davout";"C";"T";4052;5
"2106C";"Dijon énergies";"2019";"212310401";"Petit Cîteaux";"C";"R";810;1
"2106C";"Dijon énergies";"2019";"212310401";"Petit Cîteaux";"C";"T";810;1
"2106C";"Dijon énergies";"2019";"212310402";"Saint-Pierre";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310402";"Saint-Pierre";"C";"R";1621;2
"2106C";"Dijon énergies";"2019";"212310402";"Saint-Pierre";"C";"T";2431;3
"2106C";"Dijon énergies";"2019";"212310404";"Voltaire";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310404";"Voltaire";"C";"R";2431;3
"2106C";"Dijon énergies";"2019";"212310404";"Voltaire";"C";"T";4052;5
"2106C";"Dijon énergies";"2019";"212310501";"Lyautey";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310501";"Lyautey";"C";"R";2431;3
"2106C";"Dijon énergies";"2019";"212310501";"Lyautey";"C";"T";3242;4
"2106C";"Dijon énergies";"2019";"212310502";"Parc des Sports";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310502";"Parc des Sports";"C";"R";2431;3
"2106C";"Dijon énergies";"2019";"212310502";"Parc des Sports";"C";"T";4052;5
"2106C";"Dijon énergies";"2019";"212310503";"Champmaillot";"C";"R";810;1
"2106C";"Dijon énergies";"2019";"212310503";"Champmaillot";"C";"T";810;1
"2106C";"Dijon énergies";"2019";"212310601";"Universités";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310601";"Universités";"C";"R";4052;5
"2106C";"Dijon énergies";"2019";"212310601";"Universités";"C";"T";7294;9
"2106C";"Dijon énergies";"2019";"212310701";"Lentilleres";"C";"R";1621;2
"2106C";"Dijon énergies";"2019";"212310701";"Lentilleres";"C";"T";2431;3
"2106C";"Dijon énergies";"2019";"212310702";"Petites Roches";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310702";"Petites Roches";"C";"R";2431;3
"2106C";"Dijon énergies";"2019";"212310702";"Petites Roches";"C";"T";4052;5
"2106C";"Dijon énergies";"2019";"212310703";"Mansart";"C";"R";1621;2
"2106C";"Dijon énergies";"2019";"212310703";"Mansart";"C";"T";2431;3
"2106C";"Dijon énergies";"2019";"212310704";"Abattoirs";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310704";"Abattoirs";"C";"R";3242;4
"2106C";"Dijon énergies";"2019";"212310704";"Abattoirs";"C";"T";5673;7
"2106C";"Dijon énergies";"2019";"212310801";"Castel";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212310801";"Castel";"C";"R";2431;3
"2106C";"Dijon énergies";"2019";"212310801";"Castel";"C";"T";3242;4
"2106C";"Dijon énergies";"2019";"212311601";"La Charmette";"C";"R";1621;2
"2106C";"Dijon énergies";"2019";"212311601";"La Charmette";"C";"T";2431;3
"2106C";"Dijon énergies";"2019";"212311602";"Fauconnet";"C";"R";810;1
"2106C";"Dijon énergies";"2019";"212311602";"Fauconnet";"C";"T";810;1
"2106C";"Dijon énergies";"2019";"212311701";"Balzac";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212311701";"Balzac";"C";"R";2431;3
"2106C";"Dijon énergies";"2019";"212311701";"Balzac";"C";"T";4052;5
"2106C";"Dijon énergies";"2019";"212311702";"Stalingrad";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212311702";"Stalingrad";"C";"R";3242;4
"2106C";"Dijon énergies";"2019";"212311702";"Stalingrad";"C";"T";5673;7
"2106C";"Dijon énergies";"2019";"212311703";"Casernes";"C";"I";1621;2
"2106C";"Dijon énergies";"2019";"212311703";"Casernes";"C";"R";6484;8
"2106C";"Dijon énergies";"2019";"212311703";"Casernes";"C";"T";10536;13
"2106C";"Dijon énergies";"2019";"212311704";"Sacre Coeur";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212311704";"Sacre Coeur";"C";"R";1621;2
"2106C";"Dijon énergies";"2019";"212311704";"Sacre Coeur";"C";"T";2431;3
"2106C";"Dijon énergies";"2019";"212311801";"York";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212311801";"York";"C";"R";3242;4
"2106C";"Dijon énergies";"2019";"212311801";"York";"C";"T";4863;6
"2106C";"Dijon énergies";"2019";"212311803";"Grésilles Centre";"C";"R";810;1
"2106C";"Dijon énergies";"2019";"212311803";"Grésilles Centre";"C";"T";810;1
"2106C";"Dijon énergies";"2019";"212312001";"Charles de Gaulle";"C";"R";810;1
"2106C";"Dijon énergies";"2019";"212312001";"Charles de Gaulle";"C";"T";810;1
"2106C";"Dijon énergies";"2019";"212312003";"Clos de Pouilly";"C";"R";810;1
"2106C";"Dijon énergies";"2019";"212312003";"Clos de Pouilly";"C";"T";810;1
"2106C";"Dijon énergies";"2019";"212319801";"La Toison d'Or";"C";"I";810;1
"2106C";"Dijon énergies";"2019";"212319801";"La Toison d'Or";"C";"R";2431;3
"2106C";"Dijon énergies";"2019";"212319801";"La Toison d'Or";"C";"T";3242;4
